Point,Depth,USCS_code,PF_code,GMC,Notes,Stability
T3-119,650,SP,1,,,1
T3-119,660,SP,1,32.4,,0
T3-119,670,SP,1,,,1
T3-119,680,SP,1,,,1
T3-119,690,SP,1,28.8,,0
T3-119,700,SP,1,,,1
T3-119,710,SP,1,,,1
T3-119,720,SP,1,28.7,,0
T3-119,730,SP,1,,,1
T3-119,740,GW,1,,,1
T3-119,750,GW,1,11.6,,0
T3-122,10,Pt,0,,thaw depth 54 cm,0
T3-122,20,Pt,0,,,0
T3-122,30,Pt,0,152.6,,0
T3-122,40,Pt,0,,,0
T3-122,50,Pt,1,,,0
T3-122,60,ML,1,103.6,OL?,0
T3-122,70,ML,1,,OL?,1
T3-122,80,ML,1,,OL?,1
T3-122,90,ML,1,88.9,OL?,0
T3-122,100,ML,1,,OL?,1
T3-122,110,ML,1,,OL?,1
T3-122,120,ML,1,64.9,OL?,0
T3-122,130,ML,1,,OL?,1
T3-122,140,ML,1,,,1
T3-122,150,ML,1,36.2,,0
T3-122,160,ML,1,,,1
T3-122,170,ML,1,,,1
T3-122,180,ML,1,33.1,,0
T3-122,190,ML,1,,,1
T3-122,200,ML,1,,,1
T3-122,210,ML,1,29.3,,0
T3-122,220,ML,1,,,1
T3-122,230,ML,1,,,1
T3-122,240,ML,1,35.8,,0
T3-122,250,ML,1,,,1
T3-122,260,Pt,1,,,0
T3-122,270,Pt,1,358.6,,0
T3-122,280,Pt,1,,,0
T3-122,290,ML,1,,OL?,1
T3-122,300,ML,1,46.8,OL?,0
T3-122,310,ML,1,,OL?,1
T3-122,320,SM,1,,,1
T3-122,330,SM,1,76.4,,0
T3-122,340,SM,1,,,1
T3-122,350,SM,1,,,1
T3-122,360,SM,1,41.5,,0
T3-122,370,SM,1,,,1
T3-122,380,SM,1,,,1
T3-122,390,SM,1,40.6,,0
T3-122,400,SM,1,,,1
T3-122,410,SM,1,,,1
T3-122,420,SM,1,43.2,,0
T3-122,430,SM,1,,,1
T3-122,440,SM,1,,,1
T3-122,450,SM,1,33.4,,0
T3-122,460,SM,1,,,1
T3-122,470,SM,1,,,1
T3-122,480,SM,1,33.1,,0
T3-122,490,SM,1,,,1
T3-122,500,SM,1,,,1
T3-122,510,SM,1,32.9,,0
T3-122,520,SM,1,,,1
T3-122,530,SM,1,,,1
T3-122,540,SM,1,32.9,,0
T3-122,550,SM,1,,,1
T3-122,560,SM,1,,,1
T3-122,570,SM,1,31.3,,0
T3-122,580,SM,1,,,1
T3-122,590,SM,1,,,1
T3-122,600,SM,1,32.2,fine to medium sand,0
T3-122,610,SP,1,,,1
T3-122,620,SP,1,,,1
T3-125,10,Pt,0,,thaw depth 62 cm,0
T3-125,20,Pt,0,,,0
T3-125,30,Pt,0,216.9,,0
T3-125,40,Pt,0,,,0
T3-125,50,Pt,0,,,0
T3-125,60,Pt,0,71,sample of frozen silt,0
T3-125,70,ML,1,,,1
T3-125,80,ML,1,,,1
T3-125,90,ML,1,73.5,,0
T3-125,100,ML,1,,,1
T3-125,110,ML,1,,,1
T3-125,120,ML,1,44.4,,0
T3-125,130,ML,1,,,1
T3-125,140,ML,1,,,1
T3-125,150,ML,1,29.1,,0
T3-125,160,ML,1,,,1
T3-125,170,ML,1,,,1
T3-125,180,ML,1,32.6,,0
T3-125,190,ML,1,,,1
T3-125,200,ML,1,,,1
T3-125,210,ML,1,35.1,,0
T3-125,220,ML,1,,,1
T3-125,230,ML,1,,,1
T3-125,240,Pt,1,196.2,,0
T3-125,250,Pt,1,,,0
T3-125,260,Pt,1,,,0
T3-125,270,ML,1,109,OL?,0
T3-125,280,ML,1,,OL?,1
T3-125,290,ML,1,,OL?,1
T3-125,300,ML,1,112.3,OL?,0
T3-125,310,ML,1,,OL?,1
T3-125,320,ML,1,,OL?,1
T3-125,330,ML,1,105.7,,0
T3-125,340,ML,1,,,1
T3-125,350,ML,1,,,1
T3-125,360,SM,1,50,,0
T3-125,370,SM,1,,,1
T3-125,380,SM,1,,,1
T3-125,390,SM,1,47.5,,0
T3-125,400,SM,1,,,1
T3-125,410,SM,1,,,1
T3-125,420,SM,1,38.3,,0
T3-125,430,SM,1,,,1
T3-125,440,SM,1,,,1
T3-125,450,SM,1,34.7,,0
T3-125,460,SM,1,,,1
T3-125,470,SM,1,,,1
T3-125,480,SM,1,33,,0
T3-125,490,SM,1,,,1
T3-125,500,SM,1,,,1
T3-125,510,SM,1,35.6,,0
T3-125,520,SM,1,,,1
T3-125,530,SM,1,,,1
T3-125,540,SM,1,30.3,,0
T3-125,550,SM,1,,,1
T3-125,560,SM,1,,,1
T3-125,570,SM,1,31.5,,0
T3-125,580,SM,1,,,1
T3-125,590,SM,1,,,1
T3-125,600,SM,1,32,,0
T3-125,610,SM,1,,,1
T3-125,620,SM,1,,,1
T3-125,630,SP,1,30.7,trace gravel,0
T3-128,10,Pt,0,,thaw depth 64 cm,0
T3-128,20,Pt,0,,,0
T3-128,30,Pt,0,102.6,,0
T3-128,40,Pt,0,,,0
T3-128,50,Pt,0,,,0
T3-128,60,Pt,0,80.8,sample of frozen silt,0
T3-128,70,ML,1,,,1
T3-128,80,ML,1,,,1
T3-128,90,ML,1,55.9,,0
T3-128,100,ML,1,,,1
T3-128,110,ML,1,,,1
T3-128,120,ML,1,52.1,,0
T3-128,130,ML,1,,,1
T3-128,140,ML,1,,,1
T3-128,150,ML,1,31.6,,0
T3-128,160,ML,1,,,1
T3-128,170,ML,1,,,1
T3-128,180,ML,1,32.5,,0
T3-128,190,ML,1,,,1
T3-128,200,ML,1,,,1
T3-128,210,ML,1,33.7,,0
T3-128,220,ML,1,,,1
T3-128,230,ML,1,,,1
T3-128,240,ML,1,37.4,,0
T3-128,250,ML,1,,OL?,1
T3-128,260,ML,1,,OL?,1
T3-128,270,ML,1,103.7,OL?,0
T3-128,280,ML,1,,OL?,1
T3-128,290,ML,1,,OL?,1
T3-128,300,ML,1,46.8,OL?,0
T3-128,310,ML,1,,OL?,1
T3-128,320,ML,1,,OL?,1
T3-128,330,ML,1,44.8,,0
T3-128,340,ML,1,,,1
T3-128,350,ML,1,,,1
T3-128,360,ML,1,114,,0
T3-128,370,ML,1,,,1
T3-128,380,ML,1,,,1
T3-128,390,ML,1,63.4,,0
T3-128,400,ML,1,,SM?,1
T3-128,410,ML,1,,SM?,1
T3-128,420,ML,1,49.5,SM?,0
T3-128,430,ML,1,,SM?,1
T3-128,440,ML,1,,SM?,1
T3-128,450,ML,1,52.8,SM?,0
T3-128,460,SM,1,,,1
T3-128,470,SM,1,,,1
T3-128,480,SM,1,35.3,,0
T3-128,490,SM,1,,,1
T3-128,500,SM,1,,,1
T3-128,510,SM,1,34.4,,0
T3-128,520,SM,1,,,1
T3-128,530,SM,1,,,1
T3-128,540,SM,1,31.9,,0
T3-128,550,SM,1,,,1
T3-128,560,SP,1,,,1
T3-128,570,SP,1,31.8,,0
T3-128,580,SP,1,,,1
T3-128,590,SP,1,,,1
T3-128,600,SP,1,31.7,,0
T3-128,610,SP,1,,,1
T3-128,620,SP,1,,,1
T3-128,630,SP,1,31.7,,0
T3-128,640,SP,1,,,1
T3-128,650,SP,1,,,1
T3-128,660,SP,1,32.9,,0
T3-128,670,SP,1,,,1
T3-128,680,SP,1,,,1
T3-128,690,SP,1,34.6,,0
T3-128,700,SP,1,,,1
T3-128,710,SP,1,,,1
T3-128,720,SW,1,11.9,30% gravel,0
T3-128,730,SW,1,,,1
T3-128,740,GW,1,,,1
T3-131,10,Pt,0,,thaw depth 48 cm,0
T3-131,20,Pt,0,,,0
T3-131,30,Pt,0,257,,0
T3-131,40,Pt,0,,,0
T3-131,50,Pt,0,,,0
T3-131,60,ML,1,140.9,,0
T3-131,70,ML,1,,,1
T3-131,80,ML,1,,,1
T3-131,90,ML,1,100.3,,0
T3-131,100,ML,1,,,1
T3-131,110,ML,1,,,1
T3-131,120,ML,1,43.3,,0
T3-131,130,ML,1,,,1
T3-131,140,ML,1,,,1
T3-131,150,ML,1,32,,0
T3-131,160,ML,1,,,1
T3-131,170,ML,1,,,1
T3-131,180,ML,1,36,,0
T3-131,190,ML,1,,,1
T3-131,200,ML,1,,,1
T3-131,210,ML,1,32.5,,0
T3-131,220,ML,1,,,1
T3-131,230,ML,1,,,1
T3-131,240,ML,1,31.9,,0
T3-131,250,ML,1,,,1
T3-131,260,ML,1,,,1
T3-131,270,ML,1,34.9,,0
T3-131,280,ML,1,,,1
T3-131,290,ML,1,,OL?,1
T3-131,300,ML,1,32.8,OL? sample - silt,0
T3-131,310,ML,1,,,1
T3-131,320,ML,1,,,1
T3-131,330,ML,1,33,,0
T3-131,340,ML,1,,,1
T3-131,350,ML,1,,,1
T3-131,360,ML,1,38.7,,0
T3-131,370,ML,1,,,1
T3-131,380,ML,1,,,1
T3-131,390,ML,1,42.4,,0
T3-131,400,ML,1,,,1
T3-131,410,ML,1,,,1
T3-131,420,ML,1,43.5,,0
T3-131,430,ML,1,,,1
T3-131,440,ML,1,,,1
T3-131,450,ML,1,34.1,,0
T3-131,460,SM,1,,,1
T3-131,470,SM,1,,,1
T3-131,480,SM,1,27.3,,0
T3-131,490,SM,1,,,1
T3-131,500,SM,1,,,1
T3-131,510,SM,1,33,,0
T3-131,520,SM,1,,,1
T3-131,530,SM,1,,,1
T3-131,540,SM,1,35.6,,0
T3-131,550,SM,1,,,1
T3-131,560,SM,1,,,1
T3-131,570,SM,1,28,,0
T3-131,580,SP,1,,,1
T3-131,590,SP,1,,,1
T3-131,600,SP,1,34.2,,0
T3-131,610,SP,1,,,1
T3-131,620,SP,1,,,1
T3-131,630,SP,1,32.8,,0
T3-134,10,Pt,0,,thaw depth 52 cm,0
T3-134,20,Pt,0,,,0
T3-134,30,ML,0,31.5,,0
T3-134,40,ML,0,,,1
T3-134,50,ML,0,,,1
T3-134,60,ML,1,124.6,,0
T3-134,70,ML,1,,,1
T3-134,80,ML,1,,,1
T3-134,90,ML,1,49.9,,0
T3-134,100,ML,1,,,1
T3-134,110,ML,1,,,1
T3-134,120,ML,1,63.6,,0
T3-134,130,ML,1,,,1
T3-134,140,ML,1,,,1
T3-134,150,ML,1,40.1,,0
T3-134,160,ML,1,,,1
T3-134,170,ML,1,,,1
T3-134,180,ML,1,36.2,,0
T3-134,190,ML,1,,,1
T3-134,200,ML,1,,,1
T3-134,210,ML,1,31.8,,0
T3-134,220,ML,1,,,1
T3-134,230,ML,1,,,1
T3-134,240,ML,1,32.9,,0
T3-134,250,ML,1,,,1
T3-134,260,ML,1,,,1
T3-134,270,ML,1,34.6,,0
T3-134,280,ML,1,,,1
T3-134,290,ML,1,,,1
T3-134,300,ML,1,34.6,,0
T3-134,310,ML,1,,,1
T3-134,320,ML,1,,1 cm peat layer,1
T3-134,330,ML,1,35.2,,0
T3-134,340,ML,1,,,1
T3-134,350,ML,1,,1 cm peat layer,1
T3-134,360,ML,1,39.4,,0
T3-134,370,ML,1,,,1
T3-134,380,ML,1,,,1
T3-134,390,ML,1,32,,0
T3-134,400,SM,1,,,1
T3-134,410,SM,1,,,1
T3-134,420,SM,1,39.5,,0
T3-134,430,SM,1,,,1
T3-134,440,SM,1,,,1
T3-134,450,SM,1,39,,0
T3-134,460,SM,1,,,1
T3-134,470,SM,1,,,1
T3-134,480,SM,1,37.8,,0
T3-134,490,SM,1,,,1
T3-134,500,SM,1,,,1
T3-134,510,SM,1,37.1,,0
T3-134,520,SM,1,,,1
T3-134,530,SM,1,,,1
T3-134,540,SM,1,40.7,,0
T3-134,550,SM,1,,,1
T3-134,560,SW,1,,,1
T3-134,570,GW,1,7.9,,1
T3-137,10,Pt,0,,thaw depth 67 cm,0
T3-137,20,Pt,0,,,0
T3-137,30,ML,0,40.4,,0
T3-137,40,ML,0,,,1
T3-137,50,ML,0,,,1
T3-137,60,ML,0,30.7,,0
T3-137,70,ML,0,,,1
T3-137,80,ML,1,,,1
T3-137,90,ML,1,47.1,,0
T3-137,100,ML,1,,,1
T3-137,110,ML,1,,,1
T3-137,120,ML,1,46.9,,0
T3-137,130,ML,1,,,1
T3-137,140,ML,1,,,1
T3-137,150,ML,1,40.6,,0
T3-137,160,ML,1,,,1
T3-137,170,ML,1,,,1
T3-137,180,ML,1,50.1,,0
T3-137,190,ML,1,,,1
T3-137,200,ML,1,,,1
T3-137,210,ML,1,37.2,,0
T3-137,220,ML,1,,,1
T3-137,230,ML,1,,,1
T3-137,240,ML,1,34.8,,0
T3-137,250,ML,1,,,1
T3-137,260,ML,1,,,1
T3-137,270,ML,1,38.8,,0
T3-137,280,ML,1,,,1
T3-137,290,ML,1,,,1
T3-137,300,ML,1,41.4,,0
T3-137,310,ML,1,,,1
T3-137,320,ML,1,,,1
T3-137,330,ML,1,37.7,,0
T3-137,340,ML,1,,,1
T3-137,350,ML,1,,,1
T3-137,360,SM,1,31.4,organic-rich,0
T3-137,370,SM,1,,organic-rich,1
T3-137,380,SM,1,,organic-rich,1
T3-137,390,SM,1,43.7,organic-rich,0
T3-137,400,ML,1,,organic-rich,1
T3-137,410,Pt,1,,OL?,0
T3-137,420,SM,1,35.4,,0
T3-137,430,SM,1,,,1
T3-137,440,SM,1,,,1
T3-137,450,SM,1,31.8,,0
T3-137,460,SM,1,,,1
T3-137,470,SM,1,,,1
T3-137,480,SM,1,34.1,,0
T3-137,490,SM,1,,,1
T3-137,500,SM,1,,,1
T3-137,510,SM,1,36.5,,0
T3-137,520,SW,1,,,1
T3-137,530,SW,1,,,1
T3-137,540,GW,1,8.6,,1
T3-140,10,Pt,0,,thaw depth 53 cm,0
T3-140,20,Pt,0,,,0
T3-140,30,Pt,0,27.2,sample of frozen silt,0
T3-140,40,ML,0,,,1
T3-140,50,ML,0,,,1
T3-140,60,ML,1,100.2,,0
T3-140,70,ML,1,,,1
T3-140,80,ML,1,,,1
T3-140,90,ML,1,69.1,,0
T3-140,100,ML,1,,,1
T3-140,110,ML,1,,,1
T3-140,120,ML,1,36.2,,0
T3-140,130,ML,1,,,1
T3-140,140,ML,1,,,1
T3-140,150,ML,1,50.1,,0
T3-140,160,ML,1,,,1
T3-140,170,ML,1,,,1
T3-140,180,ML,1,36.6,,0
T3-140,190,ML,1,,,1
T3-140,200,ML,1,,,1
T3-140,210,ML,1,46.9,,0
T3-140,220,ML,1,,,1
T3-140,230,ML,1,,,1
T3-140,240,ML,1,40,,0
T3-140,250,ML,1,,,1
T3-140,260,ML,1,,,1
T3-140,270,ML,1,34.2,,0
T3-140,280,ML,1,,,1
T3-140,290,ML,1,,,1
T3-140,300,ML,1,33.5,,0
T3-140,310,ML,1,,,1
T3-140,320,ML,1,,,1
T3-140,330,ML,1,45.8,,0
T3-140,340,ML,1,,,1
T3-140,350,ML,1,,,1
T3-140,360,ML,1,51.3,,0
T3-140,370,ML,1,,,1
T3-140,380,SM,1,,organic-rich,1
T3-140,390,SM,1,41.9,organic-rich,0
T3-140,400,Pt,1,,,0
T3-140,410,Pt,1,,OL?,0
T3-140,420,ML,1,30.9,,0
T3-140,430,ML,1,,,1
T3-140,440,SM,1,,,1
T3-140,450,SM,1,30,,0
T3-140,460,SM,1,,,1
T3-140,470,SM,1,,,1
T3-140,480,SM,1,33.1,,0
T3-140,490,SM,1,,,1
T3-140,500,SM,1,,,1
T3-140,510,SM,1,32.6,,0
T3-140,520,SM,1,,,1
T3-140,530,GW,1,,,1
T3-143,10,Pt,0,,thaw depth 59 cm,0
T3-143,20,Pt,0,,,0
T3-143,30,ML,0,41.2,,0
T3-143,40,ML,0,,,1
T3-143,50,ML,0,,,1
T3-143,60,ML,0,104.7,sample of frozen silt,0
T3-143,70,ML,1,,,1
T3-143,80,ML,1,,,1
T3-143,90,ML,1,65.3,,0
T3-143,100,ML,1,,,1
T3-143,110,ML,1,,SM?,1
T3-143,120,ML,1,45.7,SM?,0
T3-143,130,ML,1,,SM?,1
T3-143,140,ML,1,,SM?,1
T3-143,150,ML,1,35.5,SM?,0
T3-143,160,ML,1,,SM?,1
T3-143,170,ML,1,,SM?,1
T3-143,180,ML,1,35,SM?,0
T3-143,190,ML,1,,SM?,1
T3-143,200,ML,1,,SM?,1
T3-143,210,ML,1,68.6,SM?,0
T3-143,220,ML,1,,SM?,1
T3-143,230,ML,1,,SM? Organic-rich,1
T3-143,240,ML,1,39.8,SM? Organic-rich,0
T3-143,250,ML,1,,SM? Organic-rich,1
T3-143,260,ML,1,,SM? Organic-rich,1
T3-143,270,ML,1,36.5,SM? Organic-rich,0
T3-143,280,ML,1,,SM? Organic-rich,1
T3-143,290,ML,1,,SM? Organic-rich,1
T3-143,300,ML,1,45.9,SM? Organic-rich,0
T3-143,310,ML,1,,SM? Organic-rich,1
T3-143,320,ML,1,,SM? Organic-rich,1
T3-143,330,ML,1,51.3,SM? Organic-rich,0
T3-143,340,ML,1,,SM? Organic-rich,1
T3-143,350,ML,1,,SM? Organic-rich,1
T3-143,360,ML,1,44.1,SM? Organic-rich,0
T3-143,370,ML,1,,SM? Organic-rich,1
T3-143,380,ML,1,,SM? Organic-rich,1
T3-143,390,Pt,1,80.5,,0
T3-143,400,Pt,1,,,0
T3-143,410,ML,1,,,1
T3-143,420,ML,1,45.6,,0
T3-143,430,ML,1,,,1
T3-143,440,SM,1,,ML?,1
T3-143,450,SM,1,30.2,ML?,0
T3-143,460,SM,1,,ML?,1
T3-143,470,SM,1,,ML?,1
T3-143,480,SM,1,30.9,ML?,0
T3-143,490,SM,1,,ML?,1
T3-143,500,SM,1,,ML?,1
T3-143,510,SW,1,29.7,,0
T3-146,10,Pt,0,,thaw depth 58 cm,0
T3-146,20,Pt,0,,,0
T3-146,30,ML,0,30.9,,0
T3-146,40,ML,0,,,1
T3-146,50,ML,0,,,1
T3-146,60,ML,0,72.5,sample of frozen silt,0
T3-146,70,ML,1,,,1
T3-146,80,ML,1,,,1
T3-146,90,ML,1,58.6,,0
T3-146,100,ML,1,,,1
T3-146,110,ML,1,,SM?,1
T3-146,120,ML,1,40.4,SM?,0
T3-146,130,ML,1,,SM?,1
T3-146,140,ML,1,,SM?,1
T3-146,150,ML,1,41,SM?,0
T3-146,160,ML,1,,SM?,1
T3-146,170,ML,1,,SM?,1
T3-146,180,ML,1,40.9,SM?,0
T3-146,190,ML,1,,SM?,1
T3-146,200,ML,1,,SM?,1
T3-146,210,ML,1,40,SM?,0
T3-146,220,ML,1,,SM?,1
T3-146,230,ML,1,,SM?,1
T3-146,240,ML,1,48,SM?,0
T3-146,250,ML,1,,SM?,1
T3-146,260,ML,1,,SM?,1
T3-146,270,ML,1,41.7,SM?,0
T3-146,280,ML,1,,SM?,1
T3-146,290,ML,1,,SM?,1
T3-146,300,ML,1,41.7,SM?,0
T3-146,310,ML,1,,SM? Organic-rich,1
T3-146,320,ML,1,,SM? Organic-rich,1
T3-146,330,ML,1,48.5,SM? Organic-rich,0
T3-146,340,ML,1,,SM? Organic-rich,1
T3-146,350,ML,1,,SM? Organic-rich,1
T3-146,360,ML,1,41.5,SM?,0
T3-146,370,ML,1,,SM?,1
T3-146,380,ML,1,,SM?,1
T3-146,390,ML,1,43.2,SM?,0
T3-146,400,Pt,1,,,0
T3-146,410,Pt,1,,,0
T3-146,420,SM,1,33.3,ML?,0
T3-146,430,SM,1,,ML?,1
T3-146,440,SM,1,,ML?,1
T3-146,450,SM,1,33.9,ML?,0
T3-146,460,SM,1,,ML?,1
T3-146,470,SM,1,,ML?,1
T3-146,480,SM,1,33.2,ML?,0
T3-146,490,SM,1,,ML?,1
T3-146,500,SM,1,,ML?,1
T3-146,510,GW,1,7.8,,1
T3-149,10,Pt,0,,thaw depth 73 cm,0
T3-149,20,Pt,0,,,0
T3-149,30,ML,0,30.6,,0
T3-149,40,ML,0,,,1
T3-149,50,ML,0,,,1
T3-149,60,ML,0,30.6,,0
T3-149,70,ML,0,,,1
T3-149,80,ML,1,,,1
T3-149,90,ML,1,66.1,,0
T3-149,100,ML,1,,,1
T3-149,110,ML,1,,,1
T3-149,120,ML,1,39.5,,0
T3-149,130,ML,1,,,1
T3-149,140,ML,1,,,1
T3-149,150,ML,1,41.7,,0
T3-149,160,ML,1,,,1
T3-149,170,ML,1,,,1
T3-149,180,ML,1,35,,0
T3-149,190,ML,1,,,1
T3-149,200,ML,1,,,1
T3-149,210,ML,1,31,,0
T3-149,220,ML,1,,,1
T3-149,230,ML,1,,,1
T3-149,240,ML,1,41.6,,0
T3-149,250,ML,1,,,1
T3-149,260,ML,1,,,1
T3-149,270,ML,1,41.6,,0
T3-149,280,ML,1,,,1
T3-149,290,ML,1,,,1
T3-149,300,ML,1,31.2,,0
T3-149,310,ML,1,,,1
T3-149,320,ML,1,,SM? organic-rich,1
T3-149,330,ML,1,48.5,SM? organic-rich,0
T3-149,340,ML,1,,SM? organic-rich,1
T3-149,350,ML,1,,SM? organic-rich,1
T3-149,360,ML,1,54.1,SM? organic-rich,0
T3-149,370,ML,1,,SM? organic-rich,1
T3-149,380,ML,1,,SM? organic-rich,1
T3-149,390,ML,1,50.4,SM? organic-rich,0
T3-149,400,ML,1,,SM? organic-rich,1
T3-149,410,Pt,1,,,0
T3-149,420,SM,1,27.9,,0
T3-149,430,SM,1,,,1
T3-149,440,SM,1,,,1
T3-149,450,SM,1,34.8,,0
T3-149,460,SM,1,,,1
T3-149,470,SM,1,,,1
T3-149,480,SM,1,32.8,,0
T3-149,490,SM,1,,,1
T3-149,500,SM,1,,,1
T3-149,510,GW,1,18,,0
T2-250,10,Pt,0,,,0
T2-250,20,Pt,0,,,0
T2-250,30,ML,0,32.39,,0
T2-250,40,ML,0,,,1
T2-250,50,ML,0,,,1
T2-250,60,ML,0,29.69,,0
T2-250,70,ML,0,,,1
T2-250,80,ML,0,,,1
T2-250,90,ML,0,36.11,,0
T2-250,100,ML,0,,,1
T2-250,110,ML,0,,,1
T2-250,120,ML,0,39.12,,0
T2-250,130,ML,0,,,1
T2-250,140,ML,0,,,1
T2-250,150,ML,0,47.15,,0
T2-250,160,ML,0,,,1
T2-250,170,ML,1,,,1
T2-250,180,ML,1,41.97,,0
T2-250,190,ML,1,,,1
T2-250,200,ML,1,,,1
T2-250,210,ML,1,33.2,,0
T2-250,220,ML,1,,,1
T2-250,230,ML,1,,,1
T2-250,240,ML,1,37.28,,0
T2-250,250,ML,1,,,1
T2-250,260,ML,1,,,1
T2-250,270,ML,1,37.12,,0
T2-250,280,ML,1,,,1
T2-250,290,ML,1,,,1
T2-250,300,ML,1,42.49,,0
T2-250,310,ML,1,,,1
T2-250,320,ML,1,,,1
T2-250,330,ML,1,46.87,,0
T2-250,340,ICE,1,,,1
T2-250,350,ICE,1,,,1
T2-250,360,ICE,1,,,1
T2-250,370,ICE,1,,,1
T2-250,380,ICE,1,,,1
T2-250,390,ICE,1,,,1
T2-250,400,ICE,1,,,1
T2-250,410,ICE,1,,,1
T2-250,420,ICE,1,,,1
T2-250,430,ICE,1,,,1
T2-250,440,ICE,1,,,1
T2-250,450,ICE,1,,,1
T2-250,460,ICE,1,,,1
T2-250,470,ICE,1,,,1
T2-250,480,ICE,1,,,1
T2-250,490,ICE,1,,,1
T2-250,500,ICE,1,,,1
T2-250,510,ICE,1,,,1
T2-250,520,ICE,1,,,1
T2-250,530,ICE,1,,,1
T2-250,540,ICE,1,,,1
T2-250,550,ICE,1,,,1
T2-250,560,ICE,1,,,1
T2-250,570,ICE,1,,,1
T2-250,580,ICE,1,,,1
T2-250,590,ICE,1,,,1
T2-250,600,ICE,1,,,1
T2-250,610,ICE,1,,,1
T2-250,620,ICE,1,,,1
T2-250,630,ICE,1,,,1
T2-250,640,ICE,1,,,1
T2-250,650,ICE,1,,,1
T2-250,660,ICE,1,,,1
T2-250,670,ICE,1,,,1
T2-250,680,ICE,1,,,1
T2-250,690,ICE,1,,,1
T2-250,700,ICE,1,,,1
T2-250,710,ICE,1,,,1
T2-250,720,ICE,1,,,1
T2-250,730,ICE,1,,,1
T2-250,740,ICE,1,,,1
T2-250,750,ICE,1,,,1
T2-250,760,ICE,1,,,1
T2-250,770,ICE,1,,,1
T2-250,780,ICE,1,,,1
T2-250,790,ICE,1,,,1
T2-250,800,ICE,1,,,1
T2-250,810,ICE,1,,,1
T2-250,820,ICE,1,,,1
T2-250,830,ICE,1,,,1
T2-250,840,ML,1,105.72,,0
T2-250,850,ML,1,,,1
T2-250,860,ML,1,,,1
T2-250,870,ML,1,138.83,,0
T2-250,880,ML,1,,,1
T2-250,890,ML,1,,,1
T2-250,900,ML,1,108.87,,0
T2-250,910,ML,1,,,1
T2-250,920,ML,1,,,1
T2-250,930,ML,1,101.22,,0
T2-250,940,ML,1,,,1
T2-250,950,ML,1,,,1
T2-250,960,ML+ICE,1,180,,0
T2-250,970,ML,1,,,1
T2-250,980,ML+ICE,1,,,1
T2-250,990,ML,1,100.74,,0
T2-250,1000,ML,1,,,1
T2-250,1010,ML,1,,,1
T2-250,1020,ML,1,115.76,,0
T2-250,1030,ICE,1,,,1
T2-250,1040,ICE,1,,,1
T2-250,1050,ICE,1,,,1
T2-250,1060,ICE,1,,,1
T2-250,1070,ICE,1,,,1
T2-250,1080,ICE,1,,,1
T2-250,1090,ICE,1,,,1
T2-250,1100,ICE,1,,,1
T2-250,1110,ICE,1,,,1
T2-250,1120,ICE,1,,,1
T2-250,1130,ICE,1,,,1
T2-250,1140,ICE,1,,,1
T2-250,1150,ICE,1,,,1
T2-250,1160,ICE,1,,,1
T2-250,1170,ICE,1,,,1
T2-250,1180,ICE,1,,,1
T2-250,1190,ICE+MC,1,,,1
T2-250,1200,ICE,1,,,1
T2-250,1210,ICE,1,,,1
T2-250,1220,ICE,1,,,1
T2-250,1230,ICE,1,,,1
T2-250,1240,ICE,1,,,1
T2-250,1250,ML+ICE,1,,,1
T2-250,1260,ML+ICE,1,260.91,,0
T2-250,1270,ML,1,,,1
