Point,Depth,USCS_code,PF_code,GMC,Notes,Stability
T2-250,1280,ML,1,,,1
T2-250,1290,ML,1,172.86,,0
T2-250,1300,ML,1,,,1
T2-250,1310,ML,1,,,1
T2-250,1320,ML,1,138.12,,0
T2-250,1330,ML,1,,,1
T2-250,1340,ML,1,,,1
T2-250,1350,ML,1,146.41,,0
T2-250,1360,ML,1,,,1
T2-250,1370,ML,1,,,1
T2-250,1380,ML,1,99.58,,0
T2-250,1390,ML,1,,,1
T2-250,1400,GM,1,,,1
T2-250,1410,GM,1,62.04,,0
T2-250,1420,GM,1,,,1
T2-250,1430,GM,1,,,1
T2-250,1440,GM,1,44.74,,0
T2-244,10,Pt,0,,,0
T2-244,20,Pt,0,,,0
T2-244,30,ML,0,63.18565401,,0
T2-244,40,ML,0,,,1
T2-244,50,ML,0,,,1
T2-244,60,ML,0,29.62529274,,0
T2-244,70,ML,0,,,1
T2-244,80,ML,0,,,1
T2-244,90,ML,0,38.38101884,,0
T2-244,100,ML,0,,,1
T2-244,110,ML,0,,,1
T2-244,120,ML,0,55.08083141,,0
T2-244,130,ML,1,,,1
T2-244,140,ML,1,,,1
T2-244,150,ML,1,51.07176142,,0
T2-244,160,ML,1,,,1
T2-244,170,ML,1,,,1
T2-244,180,ML,1,40.48414023,,0
T2-244,190,ML,1,,,1
T2-244,200,ML,1,,,1
T2-244,210,ML,1,32.80839895,,0
T2-244,220,ML,1,,,1
T2-244,230,ML,1,,,1
T2-244,240,ML,1,41.55124654,,0
T2-244,250,ML,1,,,1
T2-244,260,ML,1,,,1
T2-244,270,ML,1,41.07542942,,0
T2-244,280,ML,1,,,1
T2-244,290,ML,1,,,1
T2-244,300,ML,1,44.90595611,,0
T2-244,310,ML,1,,,1
T2-244,320,ML,1,,,1
T2-244,330,ML,1,47.26224784,,0
T2-244,340,ML,1,,,1
T2-244,350,ML,1,,,1
T2-244,360,ML,1,42.64931087,,0
T2-244,370,ML,1,,,1
T2-244,380,ML,1,,,1
T2-244,390,ML,1,44.10977242,,0
T2-244,400,ML,1,,,1
T2-244,410,ICE,1,,,1
T2-244,420,ICE,1,,,1
T2-244,430,ICE,1,,,1
T2-244,440,ICE,1,,,1
T2-244,450,ICE,1,,,1
T2-244,460,ICE,1,,,1
T2-244,470,ICE,1,,,1
T2-244,480,ICE,1,,,1
T2-244,490,ICE,1,,,1
T2-244,500,ICE,1,,,1
T2-244,510,ICE,1,,,1
T2-244,520,ICE,1,,,1
T2-244,530,ICE,1,,,1
T2-244,540,ICE,1,,,1
T2-244,550,ICE,1,,,1
T2-244,560,ICE,1,,,1
T2-244,570,ML,1,67.03967447,,0
T2-244,580,ML,1,,,1
T2-244,590,ML,1,,,1
T2-244,600,ML,1,54.20875421,,0
T2-244,610,ML,1,,,1
T2-244,620,ML,1,,,1
T2-244,630,ML,1,51.7611026,,0
T2-244,640,ML,1,,,1
T2-244,650,ML,1,,,1
T2-244,660,ML,1,54.4991511,,0
T2-244,670,ML,1,,,1
T2-244,680,ML,1,,,1
T2-244,690,ML,1,58.54700855,,0
T2-244,700,ML,1,,,1
T2-244,710,ML,1,,,1
T2-244,720,ML,1,57.3959256,,0
T2-244,730,ML,1,,,1
T2-244,740,ML,1,,,1
T2-244,750,ML,1,59.47368421,,0
T2-244,760,ML,1,,,1
T2-244,770,ML,1,,,1
T2-244,780,ML,1,151.4893617,,0
T2-244,790,ML,1,,,1
T2-244,800,ML,1,,,1
T2-244,810,ML,1,92.63803681,,0
T2-244,820,ML,1,,,1
T2-244,830,ML,1,,,1
T2-244,840,ML,1,106.0639471,,0
T2-244,850,ML,1,,,1
T2-244,860,ML,1,,,1
T2-244,870,ML,1,104.978355,,0
T2-238,10,Pt,0,,,0
T2-238,20,Pt,0,,,0
T2-238,30,ML,0,59.16334661,,0
T2-238,40,ML,0,,,1
T2-238,50,ML,0,,,1
T2-238,60,ML,0,35.01362398,,0
T2-238,70,ML,0,,,1
T2-238,80,ML,0,,,1
T2-238,90,ML,0,42.75286757,,0
T2-238,100,ML,0,,,1
T2-238,110,ML,0,,,1
T2-238,120,ML,0,37.99392097,,0
T2-238,130,ML,0,,,1
T2-238,140,ML,0,,,1
T2-238,150,ML,1,39.67921897,,0
T2-238,160,ML,1,,,1
T2-238,170,ML,1,,,1
T2-238,180,ML,1,39.59866221,,0
T2-238,190,ML,1,,,1
T2-238,200,ML,1,,,1
T2-238,210,ML,1,37.44139317,,0
T2-238,220,ML,1,,,1
T2-238,230,ML,1,,,1
T2-238,240,ML,1,38.90457369,,0
T2-238,250,ML,1,,,1
T2-238,260,ML,1,,,1
T2-238,270,ML,1,37.66328012,,0
T2-238,280,ML,1,,,1
T2-238,290,ML,1,,,1
T2-238,300,ML,1,42.83413849,,0
T2-238,310,ML,1,,,1
T2-238,320,ML,1,,,1
T2-238,330,ML,1,46.75324675,,0
T2-238,340,ML,1,,,1
T2-238,350,ML,1,,,1
T2-238,360,ML,1,46.81194512,,0
T2-238,370,ML,1,,,1
T2-238,380,ML,1,,,1
T2-238,390,ML,1,51.09060403,,0
T2-238,400,ML,1,,,1
T2-238,410,ML,1,,,1
T2-238,420,ML,1,57.15547703,,0
T2-238,430,ML,1,,,1
T2-238,440,ML,1,,,1
T2-238,450,ML,1,62.01486375,,0
T2-238,460,ML,1,,,1
T2-238,470,ML,1,,,1
T2-238,480,ML,1,70.57692308,,0
T2-238,490,ML,1,,,1
T2-238,500,ML,1,,,1
T2-238,510,ML,1,54.81481481,,0
T2-238,520,ML+ICE,1,,,1
T2-238,530,ICE,1,,,1
T2-238,540,ICE,1,,,1
T2-238,550,ICE,1,,,1
T2-238,560,ICE,1,,,1
T2-238,570,ICE,1,,,1
T2-238,580,ICE,1,,,1
T2-238,590,ICE,1,,,1
T2-238,600,ICE,1,,,1
T2-238,610,ICE,1,,,1
T2-238,620,ICE,1,,,1
T2-238,630,ICE,1,,,1
T2-238,640,ICE,1,,,1
T2-238,650,ICE,1,,,1
T2-238,660,ICE,1,,,1
T2-238,670,ICE,1,,,1
T2-238,680,ICE,1,,,1
T2-238,690,ICE,1,,,1
T2-238,700,ICE,1,,,1
T2-238,710,ICE,1,,,1
T2-238,720,ICE,1,,,1
T2-238,730,ICE,1,,,1
T2-238,740,ICE,1,,,1
T2-238,750,ICE,1,,,1
T2-232,10,Pt,0,,,0
T2-232,20,Pt,0,,,0
T2-232,30,ML,0,38.72437358,,0
T2-232,40,ML,0,,,1
T2-232,50,ML,0,,,1
T2-232,60,ML,0,53.28947368,,0
T2-232,70,ML,0,,,1
T2-232,80,ML,0,,,1
T2-232,90,ML,0,40.33264033,,0
T2-232,100,ML,0,,,1
T2-232,110,ML,0,,,1
T2-232,120,ML,0,40.12237762,,0
T2-232,130,ML,0,,,1
T2-232,140,ML,0,,,1
T2-232,150,ML,1,48.69486949,,0
T2-232,160,ML,1,,,1
T2-232,170,ML,1,,,1
T2-232,180,ML,1,44.06919275,,0
T2-232,190,ML,1,,,1
T2-232,200,ML,1,,,1
T2-232,210,ML,1,39.96815287,,0
T2-232,220,ML,1,,,1
T2-232,230,ML,1,,,1
T2-232,240,ML,1,44.89795918,,0
T2-232,250,ML,1,,,1
T2-232,260,ML,1,,,1
T2-232,270,ML,1,45.56482183,,0
T2-232,280,ML,1,,,1
T2-232,290,ML,1,,,1
T2-232,300,ML,1,44.17177914,,0
T2-232,310,ML,1,,,1
T2-232,320,ML,1,,,1
T2-232,330,ML,1,48.74411303,,0
T2-232,340,ML,1,,,1
T2-232,350,ML,1,,,1
T2-232,360,ML,1,50.41322314,,0
T2-232,370,ML,1,,,1
T2-232,380,ML,1,,,1
T2-232,390,ML,1,49.42528736,,0
T2-232,400,ML,1,,,1
T2-232,410,ML,1,,,1
T2-232,420,ML,1,49.6350365,,0
T2-232,430,ML,1,,,1
T2-232,440,ML,1,,,1
T2-232,450,ML,1,52.55255255,,0
T2-232,460,ML,1,,,1
T2-232,470,ML,1,,,1
T2-232,480,ML,1,52.45098039,,0
T2-232,490,ML,1,,,1
T2-232,500,ML,1,,,1
T2-232,510,ML,1,58.42105263,,0
T2-232,520,ML,1,,,1
T2-232,530,ML,1,,,1
T2-232,540,ML,1,56.30048465,,0
T2-232,550,ML,1,,,1
T2-232,560,ML,1,,,1
T2-232,570,ML,1,60.41666667,,0
T2-232,580,ML,1,,,1
T2-232,590,ML,1,,,1
T2-232,600,ML,1,58.74190564,,0
T2-232,610,ML,1,,,1
T2-232,620,ML,1,,,1
T2-232,630,ML,1,77.77777778,,0
T2-232,640,ML,1,,,1
T2-232,650,ML,1,,,1
T2-232,660,ML,1,93.72693727,,0
T2-232,670,ML,1,,,1
T2-232,680,ML,1,,,1
T2-232,690,ML,1,116.3430421,,0
T2-232,700,ML,1,,,1
T2-232,710,ML,1,,,1
T2-232,720,ML,1,80.11310085,,0
T2-232,730,ML,1,,,1
T2-232,740,ML,1,,,1
T2-232,750,ML,1,85.63218391,,0
T2-226,10,Pt,0,,,0
T2-226,20,Pt,0,,,0
T2-226,30,ML,0,37.890625,,0
T2-226,40,ML,0,,,1
T2-226,50,ML,0,,,1
T2-226,60,ML,0,37.5984252,,0
T2-226,70,ML,0,,,1
T2-226,80,ML,0,,,1
T2-226,90,ML,0,39.49880668,,0
T2-226,100,ML,0,,,1
T2-226,110,ML,0,,,1
T2-226,120,ML,0,94.67455621,very high!,0
T2-226,130,ML,1,,,1
T2-226,140,ML,1,,,1
T2-226,150,ML,1,43.80804954,,0
T2-226,160,ML,1,,,1
T2-226,170,ML,1,,,1
T2-226,180,ML,1,40.66420664,,0
T2-226,190,ML,1,,,1
T2-226,200,ICE,1,,,1
T2-226,210,ICE,1,,,1
T2-226,220,ICE,1,,,1
T2-226,230,ICE,1,,,1
T2-226,240,ICE,1,,,1
T2-226,250,ICE,1,,,1
T2-226,260,ICE,1,,,1
T2-226,270,ICE,1,,,1
T2-226,280,ICE,1,,,1
T2-226,290,ICE,1,,,1
T2-226,300,ICE,1,,,1
T2-226,310,ICE,1,,,1
T2-226,320,ICE,1,,,1
T2-226,330,ICE,1,,,1
T2-226,340,ICE,1,,,1
T2-226,350,ICE,1,,,1
T2-226,360,ICE,1,,,1
T2-226,370,ICE,1,,,1
T2-226,380,ICE,1,,,1
T2-226,390,ICE,1,,,1
T2-226,400,ICE,1,,,1
T2-226,410,ICE,1,,,1
T2-226,420,ICE,1,,,1
T2-226,430,ICE,1,,,1
T2-226,440,ICE,1,,,1
T2-226,450,ICE,1,,,1
T2-226,460,ICE,1,,,1
T2-226,470,ICE,1,,,1
T2-226,480,ICE,1,,,1
T2-226,490,ICE,1,,,1
T2-226,500,ICE,1,,,1
T2-226,510,ICE,1,,,1
T2-226,520,ICE,1,,,1
T2-226,530,ICE,1,,,1
T2-226,540,ICE,1,,,1
T2-226,550,ICE,1,,,1
T2-226,560,ICE,1,,,1
T2-226,570,ICE,1,,,1
T2-226,580,ICE,1,,,1
T2-226,590,ICE,1,,,1
T2-226,600,ICE,1,,,1
T2-226,610,ICE,1,,,1
T2-226,620,ICE,1,,,1
T2-226,630,ICE,1,,,1
T2-226,640,ICE,1,,,1
T2-226,650,ML,1,,,1
T2-226,660,ML,1,78.26086957,,0
T2-226,670,ML,1,,,1
T2-226,680,ML,1,,,1
T2-226,690,ML,1,72.38955823,,0
T2-226,700,ML,1,,,1
T2-226,710,ML,1,,,1
T2-226,720,ML,1,78.6614937,,0
T2-226,730,ML,1,,,1
T2-226,740,ML,1,,,1
T2-226,750,ML,1,72.04301075,,0
T2-226,760,ML,1,,,1
T2-226,770,ML,1,,,1
T2-226,780,ML,1,117.6066025,,0
T2-226,790,ML,1,,,1
T2-226,800,ML,1,,,1
T2-226,810,ML,1,121.3333333,,0
T2-226,820,ML,1,,,1
T2-226,830,ML,1,,,1
T2-226,840,ML,1,135.7243319,,0
T2-226,850,ML,1,,,1
T2-226,860,ML,1,,,1
T2-226,870,ML,1,158.2214765,,0
T2-220,10,Pt,0,,,0
T2-220,20,Pt,0,,,0
T2-220,30,ML,0,35.75163399,,0
T2-220,40,ML,0,,,1
T2-220,50,ML,0,,,1
T2-220,60,ML,0,32.19749652,,0
T2-220,70,ML,0,,,1
T2-220,80,ML,0,,,1
T2-220,90,ML,0,39.41493457,,0
T2-220,100,ML,0,,,1
T2-220,110,ML,0,,,1
T2-220,120,ML,0,41.81459566,,0
T2-220,130,ML,0,,,1
T2-220,140,ML,0,,,1
T2-220,150,ML,0,41.08333333,,0
T2-220,160,ML,0,,,1
T2-220,170,ML,0,,,1
T2-220,180,ML,0,42.21374046,,0
T2-220,190,ML,0,,,1
T2-220,200,ML,0,,,1
T2-220,210,ML,1,44.25059477,,0
T2-220,220,ML,1,,,1
T2-220,230,ML,1,,,1
T2-220,240,ML,1,42.90935673,,0
T2-220,250,ML,1,,,1
T2-220,260,ML,1,,,1
T2-220,270,ML,1,42.29299363,,0
T2-220,280,ML,1,,,1
T2-220,290,ML,1,,,1
T2-220,300,ML,1,42.12076583,,0
T2-220,310,ML,1,,,1
T2-220,320,ML,1,,,1
T2-220,330,ML,1,39.42537909,,0
T2-220,340,ML,1,,,1
T2-220,350,ML,1,,,1
T2-220,360,ML,1,47.22689076,,0
T2-220,370,ML,1,,,1
T2-220,380,ML,1,,,1
T2-220,390,ML,1,50.07633588,,0
T2-220,400,ML,1,,,1
T2-220,410,ML,1,,,1
T2-220,420,ML,1,65.29147982,,0
T2-220,430,ML,1,,,1
T2-220,440,ML,1,,,1
T2-220,450,ML,1,77.77777778,,0
T2-220,460,ML,1,,,1
T2-220,470,ML,1,,,1
T2-220,480,ML,1,91.68173599,,0
T2-220,490,ML,1,,,1
T2-220,500,ML,1,,,1
T2-220,510,ML,1,82.64705882,,0
T2-220,520,ML,1,,,1
T2-220,530,ML,1,,,1
T2-220,540,ML,1,100.5069708,,0
T2-220,550,ML,1,,,1
T2-220,560,ML,1,,,1
T2-220,570,ML,1,111.3636364,,0
T2-220,580,ML,1,,,1
T2-220,590,ML,1,,,1
T2-220,600,ML,1,84.76011289,,0
T2-220,610,ML,1,,,1
T2-220,620,ML,1,,,1
T2-220,630,ML,1,129.3276109,,0
T2-220,640,ML,1,,,1
T2-220,650,ML,1,,,1
T2-220,660,ML,1,111.6666667,,0
T2-220,670,ML,1,,,1
T2-220,680,ML,1,,,1
T2-220,690,ML,1,142.5324675,,0
T2-220,700,ML,1,,,1
T2-220,710,ML,1,,,1
T2-220,720,ML,1,62.09952284,,0
T2-220,730,ML,1,,,1
T2-220,740,ML,1,,,1
T2-220,750,ML,1,125.5421687,,0
T2-214,10,Pt,1,,,0
T2-214,20,Pt,0,,,0
T2-214,30,ML,0,41.1205074,,0
T2-214,40,ML,0,,,1
T2-214,50,ML,0,,,1
T2-214,60,ML,0,36.98156682,,0
T2-214,70,ML,0,,,1
T2-214,80,ML,0,,,1
T2-214,90,ML,0,35.57504873,,0
T2-214,100,ML,0,,,1
T2-214,110,ML,0,,,1
T2-214,120,ML,0,38.81401617,,0
T2-214,130,ML,0,,,1
T2-214,140,ML,0,,,1
T2-214,150,ML,0,35,,0
T2-214,160,ML,0,,,1
T2-214,170,ML,1,,,1
T2-214,180,ML,1,32.72490222,,0
T2-214,190,ML,1,,,1
T2-214,200,ML,1,,,1
T2-214,210,ML,1,35.49060543,,0
T2-214,220,ML,1,,,1
T2-214,230,ML,1,,,1
T2-214,240,ML,1,43.26153846,,0
T2-214,250,ML,1,,,1
T2-214,260,ML,1,,,1
T2-214,270,ICE,1,,,1
T2-214,280,ICE,1,,,1
T2-214,290,ICE,1,,,1
T2-214,300,ICE,1,,,1
T2-214,310,ICE,1,,,1
T2-214,320,ICE,1,,,1
T2-214,330,ICE,1,,,1
T2-214,340,ICE,1,,,1
T2-214,350,ICE,1,,,1
T2-214,360,ICE,1,,,1
T2-214,370,ICE,1,,,1
T2-214,380,ICE,1,,,1
T2-214,390,ICE,1,,,1
T2-214,400,ICE,1,,,1
T2-214,410,ICE,1,,,1
T2-214,420,ICE,1,,,1
T2-214,430,ICE,1,,,1
T2-214,440,ICE,1,,,1
T2-214,450,ICE,1,,,1
T2-214,460,ICE,1,,,1
T2-214,470,ICE,1,,,1
T2-214,480,ICE,1,,,1
T2-214,490,ICE,1,,,1
T2-214,500,ICE,1,,,1
T2-214,510,ICE,1,,,1
T2-214,520,ICE,1,,,1
T2-214,530,ICE+ML,1,,,1
T2-214,540,ML,1,75.97938144,,0
T2-214,550,ML,1,,,1
T2-214,560,ML,1,,,1
T2-214,570,ML,1,72.65948633,,0
T2-214,580,ML,1,,,1
T2-214,590,ML,1,,,1
T2-214,600,ML,1,84.70588235,,0
T2-214,610,ML,1,,,1
T2-214,620,ML,1,,,1
T2-214,630,ML,1,107.7445652,,0
T2-214,640,ML,1,,,1
T2-214,650,ML,1,,,1
T2-214,660,ML,1,66.28151261,,0
T2-214,670,ML,1,,,1
T2-214,680,ML,1,,,1
T2-214,690,ML,1,64.6493756,,0
T2-214,700,ML,1,,,1
T2-214,710,ML,1,,,1
T2-214,720,ML,1,85.76309795,,0
T2-214,730,ML,1,,,1
T2-214,740,ML,1,,,1
T2-214,750,ML,1,71.91216834,,0
T2-214,760,ML,1,,,1
T2-214,770,ML,1,,,1
T2-214,780,ML,1,126.2809917,,0
T2-214,790,ML,1,,,1
T2-214,800,ML,1,,,1
T2-214,810,ML,1,74.04162103,,0
T2-214,820,ML,1,,,1
T2-214,830,ML,1,,,1
T2-214,840,ML,1,94.52229299,,0
T2-214,850,ML,1,,,1
T2-214,860,ML,1,,,1
T2-214,870,ML,1,149.010989,,0
T2-208,10,Pt,1,,,0
T2-208,20,Pt,0,,,0
T2-208,30,ML,0,38.58431645,,0
T2-208,40,ML,0,,,1
T2-208,50,ML,0,,,1
T2-208,60,ML,0,34.20888055,,0
T2-208,70,ML,0,,,1
T2-208,80,ML,0,,,1
T2-208,90,ML,0,33.44389165,,0
T2-208,100,ML,0,,,1
T2-208,110,ML,0,,,1
T2-208,120,ML,0,33.73579545,,0
T2-208,130,ML,0,,,1
T2-208,140,ML,0,,,1
T2-208,150,ML,0,36.06210303,,0
T2-208,160,ML,0,,,1
T2-208,170,ML,0,,,1
T2-208,180,ML,0,38.02423113,,0
T2-208,190,ML,0,,,1
T2-208,200,ML,0,,,1
T2-208,210,ML,0,37.56805808,,0
T2-208,220,ML,0,,,1
T2-208,230,ML,0,,,1
T2-208,240,ML,0,40.46973803,,0
T2-208,250,ML,0,,,1
T2-208,260,ML,1,,pereletok,1
T2-208,270,ML,1,46.17396991,pereletok,0
T2-208,280,ML,0,,,1
T2-208,290,ML,0,,,1
T2-208,300,ML,0,41.50058617,,0
T2-208,310,ML,0,,,1
T2-208,320,ICE,1,,degrading wedge,1
T2-208,330,ICE,1,,,1
T2-208,340,ICE,1,,,1
T2-208,350,ICE,1,,,1
T2-208,360,ICE,1,,,1
T2-208,370,ICE,1,,,1
T2-208,380,ICE,1,,,1
T2-208,390,ICE,1,,,1
T2-208,400,ICE,1,,,1
T2-208,410,ML+ICE,1,,,1
T2-208,420,ML+ICE,1,67.15410574,soil,0
T2-208,430,ML,1,,,1
T2-208,440,ML,1,,,1
T2-208,450,ML,1,57.0212766,,0
T2-208,460,ML,1,,,1
T2-208,470,ML,1,,,1
T2-208,480,ML,1,56.31848064,,0
T2-208,490,ML,1,,,1
T2-208,500,ML,1,,,1
T2-208,510,ML,1,65.20061728,,0
T2-208,520,ML,1,,,1
T2-208,530,ML,1,,,1
T2-208,540,ML,1,64.45959104,,0
T2-208,550,ML,1,,,1
T2-208,560,ML,1,,,1
T2-208,570,ML,1,62.58802817,,0
T2-208,580,ML,1,,,1
T2-208,590,ML,1,,,1
T2-208,600,ML,1,66.66666667,,0
T2-208,610,ML,1,,,1
T2-208,620,ML,1,,,1
T2-208,630,ML,1,72.03791469,,0
T2-208,640,ML,1,,,1
T2-208,650,ML,1,,,1
T2-208,660,ML,1,87.48815166,,0
T2-208,670,ML,1,,,1
T2-208,680,ML,1,,,1
T2-208,690,ML,1,66.80896478,,0
T2-208,700,ML,1,,,1
T2-208,710,ML,1,,,1
T2-208,720,ML,1,87.55364807,,0
T2-208,730,ML,1,,,1
T2-208,740,ML,1,,,1
T2-208,750,ML,1,100.8238929,,0
T2-202,10,Pt,1,,,0
T2-202,20,Pt,0,,,0
T2-202,30,ML,0,34.78915663,,0
T2-202,40,ML,0,,,1
T2-202,50,ML,0,,,1
T2-202,60,ML,0,31.41695703,,0
T2-202,70,ML,0,,,1
T2-202,80,ML,0,,,1
T2-202,90,ML,0,32.29847495,,0
T2-202,100,ML,0,,,1
T2-202,110,ML,0,,,1
T2-202,120,ML,0,42.53393665,,0
T2-202,130,ML,0,,,1
T2-202,140,ML,0,,,1
T2-202,150,ML,0,38.63216266,,0
T2-202,160,ML,0,,,1
T2-202,170,ML,0,,,1
T2-202,180,ML,0,37.42889647,,0
T2-202,190,ML,0,,,1
T2-202,200,ML,0,,,1
T2-202,210,ML,0,37.06293706,,0
T2-202,220,ML,0,,,1
T2-202,230,ML,0,,,1
T2-202,240,ML,0,39.66942149,,0
T2-202,250,ML,0,,,1
T2-202,260,ML,0,,,1
T2-202,270,ML,0,42.18266254,,0
T2-202,280,ML,1,,10 cm frozen soil,1
T2-202,290,ICE,1,,,1
T2-202,300,ICE,1,,,1
T2-202,310,ICE,1,,,1
T2-202,320,ICE,1,,,1
T2-202,330,ICE,1,,,1
T2-202,340,ICE,1,,,1
T2-202,350,ICE,1,,,1
T2-202,360,ICE,1,,,1
T2-202,370,ICE,1,,,1
T2-202,380,ICE,1,,,1
T2-202,390,ICE,1,,,1
T2-202,400,ICE,1,,,1
T2-202,410,ICE,1,,,1
T2-202,420,ICE,1,4780,,0
T2-202,430,ICE,1,,,1
T2-202,440,ICE,1,,,1
T2-202,450,ICE,1,6760,,0
T2-202,460,ICE,1,,,1
T2-202,470,ICE,1,,,1
T2-202,480,ICE,1,3288.235294,,0
T2-202,490,ICE,1,,,1
T2-202,500,ICE,1,,,1
T2-202,510,ICE,1,,,1
T2-202,520,ICE,1,,,1
T2-202,530,ICE,1,,,1
T2-202,540,ICE,1,,,1
T2-202,550,ICE,1,,,1
T2-202,560,ICE,1,,,1
T2-202,570,ICE,1,,,1
T2-202,580,ICE,1,,,1
T2-202,590,ICE,1,,,1
T2-202,600,ICE,1,,,1
T2-202,610,ICE,1,,,1
T2-202,620,ICE,1,,,1
T2-202,630,ICE,1,,,1
T2-202,640,ICE,1,,,1
T2-202,650,ICE,1,,,1
T2-202,660,ICE,1,,,1
T2-202,670,ICE,1,,,1
T2-202,680,ICE,1,,,1
T2-202,690,ICE,1,,,1
T2-202,700,ICE,1,,,1
T2-202,710,ICE,1,,,1
T2-202,720,ICE,1,,,1
T2-202,730,ICE,1,,,1
T2-202,740,ICE,1,,,1
T2-196,10,Pt,1,,,0
T2-196,20,Pt,0,,,0
T2-196,30,ML,0,38.50528026,,0
T2-196,40,ML,0,,,1
T2-196,50,ML,0,,,1
T2-196,60,ML,0,36.53603034,,0
T2-196,70,ML,0,,,1
T2-196,80,ML,0,,,1
T2-196,90,ML,0,35.36357986,,0
T2-196,100,ML,0,,,1
T2-196,110,ML,0,,,1
T2-196,120,ML,0,35.8276644,,0
T2-196,130,ML,0,,,1
T2-196,140,ML,0,,,1
T2-196,150,ML,0,36.77007299,,0
T2-196,160,ML,0,,,1
T2-196,170,ML,0,,,1
T2-196,180,ML,0,39.47368421,,0
T2-196,190,ML,0,,,1
T2-196,200,ML,0,,,1
T2-196,210,ML,0,42.25028703,,0
T2-196,220,ML,0,,,1
T2-196,230,ML,0,,,1
T2-196,240,ML,0,43.19727891,,0
T2-196,250,ML,0,,,1
T2-196,260,ML,0,,,1
T2-196,270,ML,1,43.15948602,,0
T2-196,280,ML,1,,,1
T2-196,290,ML,1,,,1
T2-196,300,ML,1,46.75324675,,0
T2-196,310,ML,1,,,1
T2-196,320,ML,1,,,1
T2-196,330,ML,1,60.66746126,,0
T2-196,340,ML,1,,,1
T2-196,350,ML,1,,,1
T2-196,360,ML,1,60.36960986,,0
T2-196,370,ML,1,,,1
T2-196,380,ML,1,,,1
T2-196,390,ML,1,69.05222437,,0
T2-196,400,ML,1,,,1
T2-196,410,ML,1,,,1
T2-196,420,ML,1,64.2078793,,0
T2-196,430,ML,1,,,1
T2-196,440,ML,1,,,1
T2-196,450,ML,1,81.19122257,,0
T2-196,460,ML,1,,,1
T2-196,470,ML,1,,,1
T2-196,480,ML,1,77.83300199,,0
T2-196,490,ML,1,,,1
T2-196,500,ML,1,,,1
T2-196,510,ML,1,83.52402746,,0
T2-196,520,ML,1,,,1
T2-196,530,ML,1,,,1
T2-196,540,ML,1,78.27411168,,0
T2-196,550,ML,1,,,1
T2-196,560,ML,1,,,1
T2-196,570,ML,1,52.91902072,,0
T2-196,580,ML,1,,,1
T2-196,590,ML,1,,,1
T2-196,600,ML,1,54.7706422,,0
