Point,Depth,USCS_code,PF_code,GMC,Notes,Stability
T2-196,610,ML,1,,,1
T2-196,620,ML,1,,,1
T2-196,630,ML,1,49.1349481,,0
T2-196,640,ML,1,,,1
T2-196,650,ML,1,,,1
T2-196,660,ML,1,62.95427902,,0
T2-196,670,ML,1,,,1
T2-196,680,ML,1,,,1
T2-196,690,ML,1,124.9632893,,0
T2-196,700,ML,1,,,1
T2-196,710,ML,1,,,1
T2-196,720,ML,1,100.2518892,,0
T2-196,730,ML,1,,,1
T2-196,740,ML,1,,,1
T2-196,750,ML,1,81.53347732,,0
T2-196,760,ML,1,,,1
T2-196,770,ML,1,,,1
T2-196,780,ML,1,82.02502844,,0
T2-196,790,ML,1,,,1
T2-196,800,ML,1,,,1
T2-196,810,ML,1,80.4664723,,0
T2-190,10,Pt,1,,,0
T2-190,20,Pt,0,,,0
T2-190,30,ML,0,48.48812095,,0
T2-190,40,ML,0,,,1
T2-190,50,ML,0,,,1
T2-190,60,ML,0,34.84504913,,0
T2-190,70,ML,0,,,1
T2-190,80,ML,0,,,1
T2-190,90,ML,0,39.73509934,,0
T2-190,100,ML,0,,,1
T2-190,110,ML,0,,,1
T2-190,120,ML,0,34.01983219,,0
T2-190,130,ML,0,,,1
T2-190,140,ML,0,,,1
T2-190,150,ML,0,35.3736089,,0
T2-190,160,ML,0,,,1
T2-190,170,ML,0,,,1
T2-190,180,ML,0,67.45230079,,0
T2-190,190,ML,0,,,1
T2-190,200,ML,0,,,1
T2-190,210,ML,1,42.99339692,,0
T2-190,220,ML,1,,,1
T2-190,230,ML,1,,,1
T2-190,240,ML,1,42.86809816,,0
T2-190,250,ML,1,,,1
T2-190,260,ML,0,,unfrozen,1
T2-190,270,ML,1,43.80587484,,0
T2-190,280,ML,1,,,1
T2-190,290,ML,1,,,1
T2-190,300,ML,1,45.87973274,,0
T2-190,310,ML,1,,,1
T2-190,320,ML,1,,,1
T2-190,330,ML,1,60.83844581,,0
T2-190,340,ML,1,,,1
T2-190,350,ML,1,,,1
T2-190,360,ICE,1,,,1
T2-190,370,ICE,1,,,1
T2-190,380,ICE,1,,,1
T2-190,390,ICE,1,,,1
T2-190,400,ICE,1,,,1
T2-190,410,ICE+ML,1,,,1
T2-190,420,ML,1,139.1304348,,0
T2-190,430,ML,1,,,1
T2-190,440,ML,1,,,1
T2-190,450,ML,1,66.23222749,,0
T2-190,460,ML,1,,,1
T2-190,470,ML,1,,,1
T2-190,480,ML,1,68.46625767,,0
T2-190,490,ML,1,,,1
T2-190,500,ML,1,,,1
T2-190,510,ML,1,66.29339306,,0
T2-190,520,ML,1,,,1
T2-190,530,ML,1,,,1
T2-190,540,ML,1,71.875,,0
T2-190,550,ML,1,,,1
T2-190,560,ML,1,,,1
T2-190,570,ML,1,151.9630485,,0
T2-190,580,ML,1,,,1
T2-190,590,ML,1,,,1
T2-190,600,ML,1,85.87933248,,0
T2-190,610,ML,1,,,1
T2-190,620,ML,1,,,1
T2-190,630,ML,1,62.23564955,,0
T2-190,640,ML,1,,,1
T2-190,650,ML,1,,,1
T2-190,660,ML,1,103.3846154,,0
T2-190,670,ML,1,,,1
T2-190,680,ML,1,,,1
T2-190,690,ML,1,57.59562842,,0
T2-190,700,ML,1,,,1
T2-190,710,ML,1,,,1
T2-190,720,ML,1,115.0515464,,0
T2-190,730,ML,1,,,1
T2-190,740,ML,1,,,1
T2-190,750,ML,1,93.74167776,,0
T2-190,760,ML,1,,,1
T2-190,770,ML,1,,,1
T2-190,780,ML,1,93.88535032,,0
T2-184,10,Pt,1,,,0
T2-184,20,Pt,0,,,0
T2-184,30,ML,0,54,,0
T2-184,40,ML,0,,,1
T2-184,50,ML,0,,,1
T2-184,60,ML,0,39.54372624,,0
T2-184,70,ML,0,,,1
T2-184,80,ML,0,,,1
T2-184,90,ML,0,34.92286115,,0
T2-184,100,ML,0,,,1
T2-184,110,ML,0,,,1
T2-184,120,ML,0,31.64300203,,0
T2-184,130,ML,0,,,1
T2-184,140,ML,0,,,1
T2-184,150,ML,0,30.2715655,,0
T2-184,160,ML,0,,,1
T2-184,170,ML,0,,,1
T2-184,180,ML,1,38.27319588,,0
T2-184,190,ML,1,,,1
T2-184,200,ML,1,,,1
T2-184,210,ML,1,37.15885234,,0
T2-184,220,ML,1,,,1
T2-184,230,ML,1,,,1
T2-184,240,ML,1,38.05243446,,0
T2-184,250,ML,1,,,1
T2-184,260,ML,1,,,1
T2-184,270,ML,1,39.76095618,,0
T2-184,280,ML,1,,,1
T2-184,290,ML,1,,,1
T2-184,300,ML,1,46.53550043,,0
T2-184,310,ML,1,,,1
T2-184,320,ML,1,,,1
T2-184,330,ML,1,45.20547945,,0
T2-184,340,ML,1,,,1
T2-184,350,ML,1,,,1
T2-184,360,ML,1,44.34199497,,0
T2-184,370,ML,1,,,1
T2-184,380,ML,1,,,1
T2-184,390,ML,1,56.66347076,,0
T2-184,400,ML,1,,,1
T2-184,410,ML,1,,,1
T2-184,420,ML,1,60.0913242,,0
T2-184,430,ML,1,,,1
T2-184,440,ML,1,,,1
T2-184,450,ML,1,42.46395806,,0
T2-184,460,ML,1,,,1
T2-184,470,ML,1,,,1
T2-184,480,ICE,1,,,1
T2-184,490,ICE,1,,,1
T2-184,500,ICE,1,,,1
T2-184,510,ICE,1,,,1
T2-184,520,ICE,1,,,1
T2-184,530,ICE,1,,,1
T2-184,540,ICE,1,,,1
T2-184,550,ICE,1,,,1
T2-184,560,ICE,1,,,1
T2-184,570,ICE,1,,,1
T2-184,580,ICE,1,,,1
T2-184,590,ICE,1,,,1
T2-184,600,ICE,1,,,1
T2-184,610,ICE,1,,,1
T2-184,620,ICE,1,,,1
T2-184,630,ICE,1,,,1
T2-184,640,ICE,1,,,1
T2-184,650,ICE,1,,,1
T2-184,660,ICE,1,,,1
T2-184,670,ICE,1,,,1
T2-184,680,ICE,1,,,1
T2-184,690,ICE,1,,,1
T2-184,700,ICE,1,,,1
T2-184,710,ML,1,,,1
T2-184,720,ML,1,57.34126984,,0
T2-184,730,ML,1,,,1
T2-184,740,ML,1,,,1
T2-184,750,ML,1,67.03176342,,0
T2-184,760,ML,1,,,1
T2-184,770,ML,1,,,1
T2-184,780,ML,1,67.65641569,,0
T2-178,10,Pt,1,,,0
T2-178,20,Pt,0,,,0
T2-178,30,ML,0,33.88925951,,0
T2-178,40,ML,0,,,1
T2-178,50,ML,0,,,1
T2-178,60,ML,0,35.06493506,,0
T2-178,70,ML,0,,,1
T2-178,80,ML,0,,,1
T2-178,90,ML,0,37.71121352,,0
T2-178,100,ML,0,,,1
T2-178,110,ML,0,,,1
T2-178,120,ML,0,39.44491169,,0
T2-178,130,ML,0,,,1
T2-178,140,ML,1,,,1
T2-178,150,ML,1,49.91554054,,0
T2-178,160,ML,1,,,1
T2-178,170,ML,1,,,1
T2-178,180,ML,1,40.5691595,,0
T2-178,190,ML,1,,,1
T2-178,200,ML,1,,,1
T2-178,210,ML,1,40.50064185,,0
T2-178,220,ICE,1,,,1
T2-178,230,ICE,1,,,1
T2-178,240,ICE,1,,,1
T2-178,250,ICE,1,,,1
T2-178,260,ICE,1,,,1
T2-178,270,ICE,1,,,1
T2-178,280,ICE,1,,,1
T2-178,290,ICE,1,,,1
T2-178,300,ICE,1,,,1
T2-178,310,ICE,1,,,1
T2-178,320,ICE,1,,,1
T2-178,330,ICE,1,,,1
T2-178,340,ICE,1,,,1
T2-178,350,ICE,1,,,1
T2-178,360,ICE,1,,,1
T2-178,370,ICE,1,,,1
T2-178,380,ICE,1,,,1
T2-178,390,ICE,1,,,1
T2-178,400,ICE,1,,,1
T2-178,410,ICE,1,,,1
T2-178,420,ICE,1,,,1
T2-178,430,ICE,1,,,1
T2-178,440,ICE,1,,,1
T2-178,450,ICE,1,,,1
T2-178,460,ICE,1,,,1
T2-178,470,ICE,1,,,1
T2-178,480,ICE,1,,,1
T2-178,490,ICE,1,,,1
T2-178,500,ICE,1,,,1
T2-178,510,ICE,1,,,1
T2-178,520,ICE,1,,,1
T2-178,530,ICE,1,,,1
T2-178,540,ICE,1,,label 17',1
T2-178,550,ICE,1,,,1
T2-178,560,ICE,1,,,1
T2-178,570,ICE,1,,,1
T2-178,580,ICE,1,,,1
T2-178,590,ICE,1,,,1
T2-178,600,ICE,1,,,1
T2-178,610,ICE,1,,,1
T2-178,620,ICE,1,,,1
T2-178,630,ICE,1,,,1
T2-178,640,ICE,1,,,1
T2-178,650,ICE,1,,,1
T2-178,660,ICE,1,,,1
T2-178,670,ICE,1,,,1
T2-178,680,ICE,1,,,1
T2-178,690,ICE,1,,,1
T2-178,700,ICE,1,,,1
T2-178,710,ICE,1,,,1
T2-178,720,ICE,1,,,1
T2-178,730,ICE,1,,,1
T2-178,740,ICE,1,,,1
T2-178,750,ICE,1,,,1
T2-178,760,ICE,1,,,1
T2-178,770,ICE,1,,,1
T2-178,780,ICE,1,,,1
T2-172,10,Pt,1,,,0
T2-172,20,Pt,0,,,0
T2-172,30,ML,0,40.60494959,,0
T2-172,40,ML,0,,,1
T2-172,50,ML,0,,,1
T2-172,60,ML,0,36.88760807,,0
T2-172,70,ML,0,,,1
T2-172,80,ML,0,,,1
T2-172,90,ML,0,36.1804996,,0
T2-172,100,ML,0,,,1
T2-172,110,ML,0,,,1
T2-172,120,ML,0,38.61386139,,0
T2-172,130,ML,0,,,1
T2-172,140,ML,1,,,1
T2-172,150,ML,1,35.57133635,,0
T2-172,160,ML,1,,,1
T2-172,170,ML,1,,,1
T2-172,180,ML,1,41.53284672,,0
T2-172,190,ML,1,,,1
T2-172,200,ML,1,,,1
T2-172,210,ICE,1,,,1
T2-172,220,ICE,1,,,1
T2-172,230,ICE,1,,,1
T2-172,240,ICE,1,,,1
T2-172,250,ICE,1,,,1
T2-172,260,ICE,1,,,1
T2-172,270,ICE,1,,,1
T2-172,280,ICE,1,,,1
T2-172,290,ICE,1,,,1
T2-172,300,ICE,1,,,1
T2-172,310,ICE,1,,,1
T2-172,320,ICE,1,,,1
T2-172,330,ICE,1,,,1
T2-172,340,ICE,1,,,1
T2-172,350,ICE,1,,,1
T2-172,360,ICE,1,,,1
T2-172,370,ICE,1,,,1
T2-172,380,ICE,1,,,1
T2-172,390,ICE,1,,,1
T2-172,400,ICE,1,,,1
T2-172,410,ICE,1,,,1
T2-172,420,ICE,1,,,1
T2-172,430,ICE,1,,,1
T2-172,440,ICE,1,,,1
T2-172,450,ICE,1,,,1
T2-172,460,ICE,1,,,1
T2-172,470,ICE,1,,,1
T2-172,480,ICE,1,,,1
T2-172,490,ICE,1,,,1
T2-172,500,ICE,1,,,1
T2-172,510,ICE,1,,,1
T2-172,520,ICE,1,,,1
T2-172,530,ICE,1,,,1
T2-172,540,ICE,1,,,1
T2-172,550,ICE,1,,,1
T2-172,560,ICE,1,,,1
T2-172,570,ICE,1,,,1
T2-172,580,ICE,1,,,1
T2-172,590,ICE,1,,,1
T2-172,600,ICE,1,,,1
T2-172,610,ICE,1,,,1
T2-172,620,ICE,1,,,1
T2-172,630,ICE,1,,,1
T2-172,640,ICE,1,,,1
T2-172,650,ICE,1,,,1
T2-172,660,ICE,1,,,1
T2-172,670,ICE,1,,,1
T2-172,680,ICE,1,,,1
T2-172,690,ICE,1,,,1
T2-172,700,ICE,1,,,1
T2-172,710,ICE,1,,,1
T2-172,720,ICE,1,,,1
T2-172,730,ICE,1,,,1
T2-172,740,ICE,1,,,1
T2-166,10,Pt,1,,,0
T2-166,20,Pt,0,,,0
T2-166,30,ML,0,46.76190476,,0
T2-166,40,ML,0,,,1
T2-166,50,ML,0,,,1
T2-166,60,ML,0,46.46716542,,0
T2-166,70,ML,0,,,1
T2-166,80,ML,0,,,1
T2-166,90,ML,0,44.72111554,,0
T2-166,100,ML,0,,,1
T2-166,110,ML,0,,,1
T2-166,120,ML,0,54.38247012,,0
T2-166,130,ML,1,,,1
T2-166,140,ML,1,,,1
T2-166,150,ML,1,48.89589905,,0
T2-166,160,ML,1,,,1
T2-166,170,ML,1,,,1
T2-166,180,ML,1,42.71211022,,0
T2-166,190,ML,1,,,1
T2-166,200,ML,1,,,1
T2-166,210,ML,1,42.45585875,,0
T2-166,220,ML,1,,,1
T2-166,230,ML,1,,,1
T2-166,240,ML,1,38.96285915,,0
T2-166,250,ML,1,,,1
T2-166,260,ML,1,,,1
T2-166,270,ML,1,46.70380687,,0
T2-166,280,ML,1,,,1
T2-166,290,ML,1,,,1
T2-166,300,ML,1,44.61426492,,0
T2-166,310,ML,1,,,1
T2-166,320,ML,1,,,1
T2-166,330,ML,1,49.23076923,,0
T2-166,340,ML,1,,,1
T2-166,350,ML,1,,,1
T2-166,360,ML,1,48.02015839,,0
T2-166,370,ML,1,,,1
T2-166,380,ML,1,,,1
T2-166,390,ML,1,50.45513654,,0
T2-166,400,ML,1,,,1
T2-166,410,ML,1,,,1
T2-166,420,ML,1,49.36708861,,0
T2-166,430,ML,1,,,1
T2-166,440,ML,1,,,1
T2-166,450,ML,1,53.06748466,,0
T2-166,460,ML,1,,,1
T2-166,470,ML,1,,,1
T2-166,480,ML,1,59.2628516,,0
T2-166,490,ML,1,,,1
T2-166,500,ML,1,,,1
T2-166,510,ML,1,57.83783784,,0
T2-166,520,ML,1,,,1
T2-166,530,ML,1,,,1
T2-166,540,ML,1,50.65252855,,0
T2-166,550,ML,0,,unfrozen,1
T2-166,560,ML,1,,,1
T2-166,570,ML,1,64.65201465,,0
T2-166,580,ML,1,,,1
T2-166,590,ML,1,,,1
T2-166,600,ML,1,56.35319454,,0
T2-166,610,ML,1,,,1
T2-166,620,ML,1,,,1
T2-166,630,ML,1,69.356301,,0
T2-166,640,ML,1,,,1
T2-166,650,ML,1,,,1
T2-166,660,ML,1,59.50128977,,0
T2-166,670,ML,1,,,1
T2-166,680,ML,1,,,1
T2-166,690,ML,1,79.0842872,,0
T2-166,700,ML,1,,,1
T2-166,710,ML,1,,,1
T2-166,720,ML,1,69.62421712,,0
T2-166,730,ML,1,,,1
T2-166,740,ML,1,,,1
T2-166,750,ML,1,71.56862745,,0
T2-160,10,ML,1,,,1
T2-160,20,ML,0,,,1
T2-160,30,Pt,0,70.06507592,,0
T2-160,40,ML,0,,,1
T2-160,50,ML,0,,,1
T2-160,60,ML,0,43.24758842,,0
T2-160,70,ML,0,,,1
T2-160,80,ML,0,,,1
T2-160,90,ML,0,33.51351351,,0
T2-160,100,ML,0,,,1
T2-160,110,ML,0,,,1
T2-160,120,ML,0,41.81957187,,0
T2-160,130,ML,0,,,1
T2-160,140,ML,1,,,1
T2-160,150,ML,1,55.14541387,,0
T2-160,160,ML,1,,,1
T2-160,170,ML,1,,,1
T2-160,180,ML,1,41.93548387,,0
T2-160,190,ML,1,,,1
T2-160,200,ML,1,,,1
T2-160,210,ML,1,49.789385,,0
T2-160,220,ML,1,,,1
T2-160,230,ML,1,,,1
T2-160,240,ML,1,44.64141821,,0
T2-160,250,ML,1,,,1
T2-160,260,ML,1,,,1
T2-160,270,ML,1,56.88671557,,0
T2-160,280,ML,1,,,1
T2-160,290,ML,1,,,1
T2-160,300,ML,1,68.84875847,,0
T2-160,310,ML,1,,,1
T2-160,320,ICE,1,,TCI?,1
T2-160,330,ICE,1,,TCI?,1
T2-160,340,ICE,1,,TCI?,1
T2-160,350,ML,1,,,1
T2-160,360,ML,1,57.26698262,,0
T2-160,370,ML,1,,,1
T2-160,380,ML,1,,,1
T2-160,390,ML,1,56.63841808,,0
T2-160,400,ML,1,,,1
T2-160,410,ML,1,,,1
T2-160,420,ML,1,54.58646617,,0
T2-160,430,ML,1,,,1
T2-160,440,ML,1,,,1
T2-160,450,ML,1,61.15326252,,0
T2-160,460,ML,1,,,1
T2-160,470,ML,1,,,1
T2-160,480,ML,1,68.35326587,,0
T2-160,490,ML,1,,,1
T2-160,500,ML+ICE,1,,,1
T2-160,510,ML+ICE,1,73.66447985,soil,0
T2-160,520,ML,1,,,1
T2-160,530,ML,1,,,1
T2-160,540,ML,1,75.40360874,,0
T2-160,550,ML,1,,,1
T2-160,560,ML,1,,,1
T2-160,570,ML+ICE,1,82.72727273,soil,0
T2-160,580,ML+ICE,1,,,1
T2-160,590,ML+ICE,1,,,1
T2-160,600,ML,1,77.57390418,,0
T2-160,610,ML,1,,,1
T2-160,620,ML,1,,,1
T2-160,630,ML,1,82.84228769,,0
T2-160,640,ML,1,,,1
T2-160,650,ML,1,,,1
T2-160,660,ML,1,89.07849829,,0
T2-160,670,ML,1,,,1
T2-160,680,ML,1,,,1
T2-160,690,ML,1,59.28753181,,0
T2-160,700,ML,1,,,1
T2-160,710,ML,1,,,1
T2-160,720,ML,1,66.04110813,,0
T2-160,730,ML,1,,,1
T2-160,740,ML,1,,,1
T2-160,750,ML,1,52.90102389,,0
T2-154,10,ML,1,,,1
T2-154,20,Pt,1,,,0
T2-154,30,Pt,0,145.5421687,,0
T2-154,40,ML,0,,,1
T2-154,50,ML,0,,,1
T2-154,60,ML,0,36.60377358,,0
T2-154,70,ML,0,,,1
T2-154,80,ML,0,,,1
T2-154,90,ML,0,34.14127424,,0
T2-154,100,ML,0,,,1
T2-154,110,ML,0,,,1
T2-154,120,ML,0,46.01344861,,0
T2-154,130,ML,0,,,1
T2-154,140,ML,1,,,1
T2-154,150,ML,1,80.49605411,,0
T2-154,160,ML,1,,,1
T2-154,170,ML,1,,,1
T2-154,180,ML,1,56.82210708,,0
T2-154,190,ML,1,,,1
T2-154,200,ML,1,,,1
T2-154,210,ML,1,40.546875,,0
T2-154,220,ML,1,,,1
T2-154,230,ML,1,,,1
T2-154,240,ML,1,32.44084682,,0
T2-154,250,ML,1,,,1
T2-154,260,ML,1,,,1
T2-154,270,ML,1,32.34939759,,0
T2-154,280,ML,1,,,1
T2-154,290,ML,1,,,1
T2-154,300,ML,1,40.3348554,,0
T2-154,310,ML,1,,,1
T2-154,320,ML,1,,,1
T2-154,330,ML,1,44.04388715,,0
T2-154,340,ML,1,,,1
T2-154,350,ML,1,,,1
T2-154,360,ML,1,47.03038674,,0
T2-154,370,ML,1,,,1
T2-154,380,ML,1,,,1
T2-154,390,ML,1,45.78085642,,0
T2-154,400,ML,1,,,1
T2-154,410,ML,1,,,1
T2-154,420,ML,1,61.59793814,,0
T2-154,430,ML,1,,,1
T2-154,440,ML,1,,,1
T2-154,450,ML,1,57.24033359,,0
T2-154,460,ML,1,,,1
T2-154,470,ML,1,,,1
T2-154,480,ML,1,60.95132743,,0
T2-154,490,ML,1,,,1
T2-154,500,ML,1,,,1
T2-154,510,ML,1,83.21167883,,0
T2-154,520,ML,1,,,1
T2-154,530,ML,1,,,1
T2-154,540,ML,1,49.11660777,,0
T2-154,550,ML,1,,,1
T2-154,560,ML,1,,,1
T2-154,570,ML,1,83.71757925,,0
T2-154,580,ML,1,,,1
T2-154,590,ML,1,,,1
T2-154,600,ML,1,61.39670223,,0
T2-154,610,ML,1,,,1
T2-154,620,ML,1,,,1
T2-154,630,ML,1,68.72964169,,0
T2-154,640,ML,1,,,1
T2-154,650,ML,1,,,1
T2-154,660,ML,1,87.55555556,,0
T2-154,670,ML,1,,,1
T2-154,680,ML,1,,,1
T2-154,690,ML,1,103.237858,,0
T2-154,700,ML,1,,,1
T2-154,710,ML,1,,,1
T2-154,720,ML,1,93.28063241,,0
T2-154,730,ML,1,,,1
T2-154,740,ML,1,,,1
T2-154,750,ML,1,89.9026764,,0
T2-148,10,ML,1,,,1
T2-148,20,ML,1,,,1
T2-148,30,Pt,1,204.1666667,,0
T2-148,40,ML,0,,,1
T2-148,50,ML,0,,,1
T2-148,60,ML,0,68.06411837,,0
T2-148,70,ML,0,,,1
T2-148,80,ML,0,,,1
T2-148,90,ML,0,40.43082022,,0
T2-148,100,ML,0,,,1
T2-148,110,ML,0,,,1
T2-148,120,ML,0,98.28080229,,0
T2-148,130,ML,0,,,1
T2-148,140,ML,0,,,1
T2-148,150,ML,0,41.03773585,,0
T2-148,160,ML,1,,,1
T2-148,170,ML,1,,,1
T2-148,180,ML,1,41.07485605,,0
T2-148,190,ML,1,,,1
T2-148,200,ML,1,,,1
T2-148,210,ML,1,42.73281114,,0
T2-148,220,ML,1,,,1
T2-148,230,ML,1,,,1
T2-148,240,ML,1,68.38777661,,0
T2-148,250,ML,1,,,1
T2-148,260,ML,1,,,1
T2-148,270,ML,1,42.2275641,,0
T2-148,280,ML,1,,,1
T2-148,290,ML,1,,,1
T2-148,300,ML,1,45.45454545,,0
T2-148,310,ML,1,,,1
T2-148,320,ML,1,,,1
T2-148,330,ML,1,39.24581006,,0
T2-148,340,ML,1,,,1
T2-148,350,ML,1,,,1
T2-148,360,ML,1,64.83893077,,0
T2-148,370,ML,1,,,1
T2-148,380,ML,1,,,1
T2-148,390,ML,1,74.5,,0
T2-148,400,ML,1,,,1
T2-148,410,ML,1,,,1
T2-148,420,ML,1,65.03608661,,0
T2-148,430,ML,1,,,1
T2-148,440,ML,1,,,1
T2-148,450,ML,1,58.14126394,,0
T2-148,460,ML,1,,,1
T2-148,470,ML,1,,,1
T2-148,480,ML,1,53.38610378,,0
T2-148,490,ML,1,,,1
T2-148,500,ML,1,,,1
T2-148,510,ML,1,54.27046263,,0
T2-148,520,ML,1,,,1
T2-148,530,ML,1,,,1
T2-148,540,ML,1,48.88152444,,0
T2-148,550,ML,1,,,1
T2-148,560,ML,1,,,1
T2-148,570,ML,1,64.39649359,,0
T2-148,580,ML,1,,,1
T2-148,590,ML,1,,,1
T2-148,600,ML,1,68.08134394,,0
T2-148,610,ML,1,,,1
T2-148,620,ML,1,,,1
T2-148,630,ML,1,86.56898657,,0
T2-148,640,ML,1,,,1
T2-148,650,ML,1,,,1
T2-148,660,ML,1,56.56387665,,0
T2-148,670,ML,1,,,1
T2-148,680,ML,1,,,1
T2-148,690,ML,1,81.48148148,,0
T2-148,700,ML,1,,,1
T2-148,710,ML,1,,,1
T2-148,720,ML,1,80.10810811,,0
T2-148,730,ML,1,,,1
T2-148,740,ML,1,,,1
T2-148,750,ML,1,99.5157385,,0
T2-148,760,ML,1,,,1
T2-148,770,ML,1,,,1
T2-148,780,ML,1,68.30092984,,0
T2-148,790,ML,1,,,1
T2-148,800,ML,1,,,1
T2-148,810,ML,1,76.96737044,,0
T2-148,820,ML,1,,,1
T2-148,830,ML,1,,,1
T2-148,840,ML,1,83.06074766,,0
T2-148,850,ML,1,,,1
T2-148,860,ML,1,,,1
T2-148,870,ML,1,69.83718937,,0
T2-148,880,ML,1,,,1
T2-148,890,ML,1,,,1
T2-148,900,ML,1,71.42857143,,0
T2-148,910,ML,1,,,1
T2-148,920,ML,1,,,1
T2-148,930,ML,1,54.115421,,0
T2-148,940,ML,1,,,1
T2-148,950,ML,1,,,1
T2-148,960,ML,1,90.37037037,,0
T2-148,970,ML,1,,,1
T2-148,980,ML,1,,,1
T2-148,990,ML,1,84.67475193,,0
T2-148,1000,ML,1,,,1
T2-148,1010,ML,1,,,1
T2-148,1020,ML,1,67.38782051,,0
T2-148,1030,ML,1,,,1
T2-148,1040,ML,1,,,1
T2-148,1050,ML,1,85.26970954,,0
T2-148,1060,ML,1,,,1
T2-148,1070,ML,1,,,1
T2-148,1080,ML,1,88.72017354,,0
T2-148,1090,ML,1,,,1
T2-148,1100,ML,1,,,1
T2-148,1110,ML,1,62.44725738,,0
T2-148,1120,ML,1,,,1
T2-148,1130,ML,1,,,1
T2-148,1140,ML,1,133.1683168,,0
T2-148,1150,ML,1,,,1
T2-148,1160,ML,1,,,1
T2-148,1170,ML,1,69.84924623,,0
T2-148,1180,ML,1,,,1
T2-148,1190,ML,1,,,1
T2-148,1200,ML,1,105.9445178,,0
T2-148,1210,ML,1,,,1
T2-148,1220,ML,1,,,1
T2-148,1230,ML,1,74.20526794,,0
T2-148,1240,ML,1,,,1
T2-148,1250,ML,1,,,1
T2-148,1260,ML,1,75.11520737,,0
T2-148,1270,ML,1,,,1
T2-148,1280,ML,1,,,1
T2-148,1290,ML,1,65.38461538,,0
T2-148,1300,ML,1,,,1
T2-148,1310,ML,1,,,1
T2-148,1320,ML,1,59.38668661,,0
T2-148,1330,ML,1,,,1
T2-148,1340,ML,1,,,1
T2-148,1350,ML,1,63.63013699,,0
T2-148,1360,ML,1,,,1
T2-148,1370,ML,1,,,1
T2-148,1380,ML,1,80.68627451,,0
T2-148,1390,ML,1,,,1
T2-148,1400,ML,1,,,1
T2-148,1410,ML,1,67.75021386,,0
T2-148,1420,SW,1,,,1
T2-148,1430,SW,1,,,1
T2-148,1440,SW,1,15.54524362,,0
T2-148,1450,SW,1,,,1
T2-148,1460,ML,1,,,1
T2-148,1470,ML,1,80.66491689,,0
T2-148,1480,ML,1,,,1
T2-148,1490,ML,1,,,1
T2-148,1500,SW,1,30.82311734,,0
T2-148,1510,SW,1,,,1
T2-148,1520,SW,1,,,1
T2-148,1530,SW,1,17.78591779,,0
T2-148,1540,SW,1,,,1
T2-148,1550,SW,1,,,1
T2-148,1560,SW,1,18.52836879,,0
